"Offence Id","Date Reported","Date Occured","Time Occured","Location","No: of Victims","Shift of the victim","Day Occured","Loc Type","Crime Type","Neighbourhood","NPU","X-Co-ordinate","Y-Co-ordinate"
170501101,"02/19/2017","02/19/2017","10:22:00","390 STOVALL ST SE",1,"Day","Sun",NA,"LARCENY-FROM VEHICLE","Ormewood Park","W",-84.35429,33.7436
170501124,"02/19/2017","02/19/2017","02:00:00","349 DECATUR ST SE",1,"Morn","Sun",18,"AUTO THEFT","Sweet Auburn","M",-84.37788,33.74988
170501159,"02/19/2017","02/17/2017","10:30:00","850 PIEDMONT AVE NE",1,"Day","Fri",NA,"LARCENY-FROM VEHICLE","Midtown","E",-84.38137,33.77778
170501206,"02/19/2017","02/19/2017","02:00:00","2130 SOUTHWOOD CV SW",1,"Morn","Sun",26,"LARCENY-FROM VEHICLE","Ben Hill Terrace","P",-84.5183,33.69598
170501213,"02/19/2017","02/19/2017","11:15:00","2178 BOLLINGBROOK DR SW",2,"Day","Sun",20,"AGG ASSAULT","Beecher Hills","I",-84.46048,33.73503
170501221,"02/19/2017","02/19/2017","00:45:00","1155 LAVISTA RD NE",1,"Morn","Sun",26,"AUTO THEFT","Lindridge/Martin Manor","F",-84.35082,33.81806
170501277,"02/19/2017","02/19/2017","02:00:00","349 DECATUR ST SE",1,"Morn","Sun",18,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37706,33.74993
170501296,"02/19/2017","02/19/2017","10:00:00","960 CONSTITUTION RD SE",1,"Day","Sun",26,"AUTO THEFT","Norwood Manor","Z",-84.35805,33.69307
170501349,"02/19/2017","02/18/2017","19:00:00","2446 SUSAN LN SW;",1,"Unk","Sun",20,"LARCENY-FROM VEHICLE","Mellwood","P",-84.50761,33.68805
170501428,"02/19/2017","02/19/2017","12:30:00","1961 METROPOLITAN PKWY SW",1,"Day","Sun",21,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.40854,33.70105
170501434,"02/19/2017","02/19/2017","13:14:00","21 ALLEN TEMPLE CT NW",1,"Day","Sun",26,"AGG ASSAULT",NA,"I",-84.491,33.75486
170501454,"02/19/2017","02/17/2017","17:30:00","2440 MAIN ST NW",1,"Unk","Unk",NA,"LARCENY-FROM VEHICLE","Scotts Crossing","G",-84.46806,33.80344
170501459,"02/19/2017","02/19/2017","13:39:00","900 JOSEPH E BOONE BLVD NW",1,"Day","Sun",17,"LARCENY-NON VEHICLE","Vine City","L",-84.41688,33.76337
170501548,"02/19/2017","02/19/2017","14:42:00","2045 DONALD LEE HOLLOWELL PKWY NW",1,"Day","Sun",8,"LARCENY-NON VEHICLE","Grove Park","J",-84.45214,33.7774
170490025,"02/18/2017","02/17/2017","22:00:00","8 6TH ST NE",1,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Midtown","E",-84.3869,33.77762
170490029,"02/18/2017","02/18/2017","00:00:00","422 MCAFEE ST NW",1,"Morn","Sat",20,"AGG ASSAULT","Downtown","M",-84.39468,33.7657
170490079,"02/18/2017","02/17/2017","22:00:00","866 W PEACHTREE ST NW",1,"Morn","Fri",14,"AUTO THEFT","Midtown","E",-84.38772,33.77822
170490428,"02/18/2017","02/17/2017","18:30:00","499 NORTHSIDE CIR NW",2,"Eve","Fri",26,"BURGLARY-RESIDENCE","Loring Heights","E",-84.40671,33.79742
170490443,"02/18/2017","02/18/2017","02:00:00","1739 CHESHIRE BRIDGE RD NE",1,"Morn","Sat",24,"AGG ASSAULT","Morningside/Lenox Park","F",-84.36519,33.80748
170490503,"02/18/2017","02/18/2017","02:00:00","349 CLEVELAND AVE",1,"Morn","Sat",NA,"ROBBERY-PEDESTRIAN","Perkerson","X",-84.40109,33.68123
170490524,"02/18/2017","02/17/2017","23:30:00","98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK",1,"Morn","Sat",13,"LARCENY-FROM VEHICLE","Sweet Auburn","M",-84.37486,33.75118
170490718,"02/18/2017","02/18/2017","00:03:00","2416 PIEDMONT RD NE",2,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.3685,33.82098
170490769,"02/18/2017","02/18/2017","05:40:00","370 NORTHSIDE DR NW",1,"Morn","Sat",26,"BURGLARY-RESIDENCE","English Avenue","L",-84.4042,33.76507
170490781,"02/18/2017","02/18/2017","04:00:00","240 AMAL DR SW",1,"Morn","Sat",26,"LARCENY-FROM VEHICLE","Betmar LaVilla","Y",-84.39492,33.70655
170490814,"02/18/2017","02/18/2017","05:00:00","360 MARIETTA ST NW",2,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39702,33.76269
170490857,"02/18/2017","02/17/2017","22:50:00","145 EDGEWOOD AVE SE",1,"Morn","Sat",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.38294,33.75421
170490869,"02/18/2017","02/17/2017","21:00:00","460 LYNN VALLEY RD SW",1,"Morn","Sat",NA,"BURGLARY-RESIDENCE",NA,"I",-84.48336,33.73741
170490912,"02/18/2017","02/18/2017","07:50:00","98 WILLIAM H BORDERS DR SE @SELENA S BUTLER PARK",1,"Day","Sat",NA,"AGG ASSAULT","Sweet Auburn","M",-84.37606,33.75299
170490936,"02/18/2017","02/18/2017","08:20:00","219 LITTLE ST SE",1,"Day","Sat",20,"BURGLARY-RESIDENCE","Summerhill","V",-84.38063,33.73294
170490952,"02/18/2017","02/18/2017","07:00:00","3141 WELMINGHAM DR SW",1,"Day","Sat",20,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51711,33.66523
170491050,"02/18/2017","02/18/2017","09:20:00","3330 PIEDMONT RD NE @Multiple",1,"Day","Sat",18,"AUTO THEFT","Buckhead Forest","B",-84.37462,33.84564
170491197,"02/18/2017","02/18/2017","10:39:00","1801 HOWELL MILL RD NW",1,"Day","Sat",23,"LARCENY-NON VEHICLE","Berkeley Park","D",-84.41278,33.80388
170491217,"02/18/2017","02/17/2017","19:00:00","664 BELLEMEADE AVE NW",1,"Morn","Sat",18,"AUTO THEFT","Berkeley Park","D",-84.40995,33.80007
170491236,"02/18/2017","02/18/2017","10:50:00","1512 PIEDMONT AVE NE",1,"Day","Sat",18,"LARCENY-FROM VEHICLE","Piedmont Heights","F",-84.37048,33.79619
170491257,"02/18/2017","02/17/2017","11:00:00","406 PAINES AVE NW",1,"Day","Fri",20,"LARCENY-NON VEHICLE","English Avenue","L",-84.41491,33.76576
170491280,"02/18/2017","02/18/2017","11:25:00","555 WHITEHALL ST SW",3,"Day","Sat",18,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40628,33.74297
170491312,"02/18/2017","02/18/2017","11:45:00","275 BAKER  STREET NW",1,"Day","Sat",14,"LARCENY-NON VEHICLE","Downtown","M",-84.39568,33.76206
170491313,"02/18/2017","02/18/2017","11:51:00","900 MONROE DR NE",1,"Day","Sat",NA,"LARCENY-FROM VEHICLE","Midtown","E",-84.36967,33.77916
170491360,"02/18/2017","02/18/2017","12:00:00","791 WOODLAND AVE SE",1,"Day","Sat",NA,"BURGLARY-RESIDENCE","Ormewood Park","W",-84.35173,33.7328
170491368,"02/18/2017","02/15/2017","10:22:00","1127 GLENWOOD AVE SE",1,"Unk","Unk",4,"BURGLARY-NONRES","Ormewood Park","W",-84.35028,33.74019
170491379,"02/18/2017","02/18/2017","10:40:00","503 PEEPLES ST SW",2,"Day","Sat",18,"LARCENY-FROM VEHICLE","West End","T",-84.42084,33.74121
170491412,"02/18/2017","02/17/2017","11:15:00","265 PEACHTREE ST NE @HYATT REGENCY HOTEL",1,"Unk","Fri",14,"AUTO THEFT","Downtown","M",-84.38672,33.76152
170491516,"02/18/2017","02/18/2017","13:33:00","2024 CONRAD AVE SE",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Lakewood Heights","Y",-84.3813,33.69892
170491594,"02/18/2017","02/05/2017","18:00:00","264 BOOKER ST",1,"Morn","Mon",NA,"AUTO THEFT","Joyland","Y",-84.39763,33.7122
170491598,"02/18/2017","02/18/2017","13:30:00","878 PEACHTREE ST NE",1,"Day","Sat",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38438,33.7788
170491628,"02/18/2017","02/15/2017","08:00:00","1994 BENT CREEK WAY SW",1,"Unk","Unk",26,"BURGLARY-RESIDENCE","Campbellton Road","R",-84.46631,33.7011
170491635,"02/18/2017","02/17/2017","22:50:00","210 PEACHTREE ST NW @WESTIN HOTEL",1,"Eve","Fri",NA,"LARCENY-NON VEHICLE","Downtown","M",-84.38837,33.75943
170491641,"02/18/2017","02/02/2017","00:00:00","2636 MARTIN LUTHER KING JR DR SW",1,"Unk","Unk",11,"LARCENY-NON VEHICLE","Harland Terrace","I",-84.47429,33.75277
170491706,"02/18/2017","02/17/2017","20:15:00","1726 FAIRBURN RD SW",1,"Morn","Sat",20,"LARCENY-FROM VEHICLE","Heritage Valley","P",-84.50666,33.7071
170491731,"02/18/2017","02/18/2017","14:00:00","3365 PIEDMONT RD NE",1,"Day","Sat",20,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.37284,33.84687
170491815,"02/18/2017","02/18/2017","08:40:00","3735 ROSWELL RD NE",1,"Day","Sat",21,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.38166,33.85704
170491831,"02/18/2017","02/18/2017","14:00:00","835 MARTIN L KING JR DR NW",1,"Day","Sat",12,"LARCENY-NON VEHICLE","Vine City","L",-84.41457,33.75504
170491844,"02/18/2017","02/18/2017","00:00:00","3223 CAINS HILL PL NW",1,"Morn","Sat",3,"LARCENY-NON VEHICLE","South Tuxedo Park","B",-84.38044,33.84251
170491845,"02/18/2017","02/10/2017","12:00:00","2262 1ST AVE NE",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Kirkwood","O",-84.31354,33.75504
170491870,"02/18/2017","02/18/2017","16:15:00","HUMPHRIES ST SW / GLENN ST SW",1,"Eve","Sat",13,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40435,33.73815
170492024,"02/18/2017","02/17/2017","19:00:00","3833 PRINCETON LAKES CT SW",1,"Unk","Sat",18,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51316,33.65684
170492036,"02/18/2017","02/17/2017","19:00:00","170 NORTHSIDE DR SW",1,"Unk","Sat",18,"LARCENY-FROM VEHICLE","Castleberry Hill","M",-84.40371,33.7499
170492056,"02/18/2017","02/18/2017","13:44:00","1968 PEACHTREE RD NW @PIEDMONT HOSPITAL",2,"Eve","Sat",18,"LARCENY-FROM VEHICLE",NA,"E",-84.39583,33.81
170492083,"02/18/2017","02/18/2017","16:30:00","842 N HIGHLAND AVE NE",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Virginia Highland","F",-84.3529,33.7775
170492238,"02/18/2017","02/18/2017","13:00:00","445 HUNNICUTT ST NW",1,"Eve","Sat",20,"LARCENY-FROM VEHICLE","Downtown","M",-84.39611,33.76665
170492390,"02/18/2017","02/18/2017","18:45:00","1752 BUCKEYE ST SW",3,"Eve","Sat",20,"LARCENY-FROM VEHICLE","Sylvan Hills","X",-84.41713,33.70742
170492404,"02/18/2017","02/06/2017","20:00:00","925 CANTERBURY RD NE",1,"Unk","Unk",19,"BURGLARY-NONRES","Pine Hills","B",-84.3563,33.8278
170492503,"02/18/2017","02/18/2017","20:00:00","178 MOURY AVE SW",1,"Eve","Sat",20,"AUTO THEFT","The Villages at Carver","Y",-84.39079,33.71347
170492525,"02/18/2017","02/18/2017","18:00:00","1754 RICHMOND CIR SE",1,"Eve","Sat",26,"BURGLARY-RESIDENCE","Lakewood Heights","Y",-84.3745,33.70698
170492585,"02/18/2017","02/18/2017","20:20:00","820 RALPH MCGILL BLVD",2,"Eve","Sat",21,"LARCENY-FROM VEHICLE","Poncey-Highland","N",-84.36149,33.7688
170492641,"02/18/2017","02/17/2017","22:00:00","857 KINGS CT NE",1,"Morn","Sat",20,"LARCENY-FROM VEHICLE","Morningside/Lenox Park","F",-84.35899,33.7884
170492673,"02/18/2017","02/18/2017","21:20:00","895 RALPH D ABERNATHY BLVD SW",1,"Eve","Sat",24,"LARCENY-NON VEHICLE","West End","T",-84.41751,33.7398
170492725,"02/18/2017","02/18/2017","19:00:00","102 GILMER ST SE",0,"Eve","Sat",NA,"LARCENY-FROM VEHICLE","Downtown","M",-84.38425,33.75282
170492746,"02/18/2017","02/18/2017","21:00:00","1190 HUFF RD NW",2,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Blandtown","D",-84.427,33.78869
170492799,"02/18/2017","02/18/2017","21:49:00","678 10TH ST NW",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Home Park","E",-84.4097,33.78128
170492804,"02/18/2017","02/18/2017","20:00:00","226 NORTHSIDE DR SW",1,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Castleberry Hill","M",-84.4048,33.74816
170492822,"02/18/2017","02/18/2017","20:45:00","1198 HOWELL MILL RD",3,"Eve","Sat",18,"LARCENY-FROM VEHICLE","Blandtown","D",-84.41185,33.78703
170492833,"02/18/2017","02/18/2017","18:00:00","679 EDGEWOOD AVE NE",1,"Eve","Sat",13,"LARCENY-FROM VEHICLE","Inman Park","N",-84.36484,33.75429
170492888,"02/18/2017","02/18/2017","23:00:00","3377 ARDLEY RD SW",1,"Morn","Sat",20,"BURGLARY-RESIDENCE","Green Acres Valley","I",-84.49889,33.72907
170498045,"02/18/2017","02/18/2017","17:00:00","13700 SPINE RD",1,"Eve","Sat",NA,"LARCENY-NON VEHICLE",NA,NA,-84.42547,33.64367
170532338,"02/18/2017","02/18/2017","16:00:00","2284 CASCADE AVE SW",1,"Eve","Sat",21,"LARCENY-NON VEHICLE","Adams Park","R",-84.46325,33.72236
170480056,"02/17/2017","02/17/2017","00:10:00","1436 BLYSS AVE NW",2,"Morn","Fri",26,"ROBBERY-RESIDENCE","Grove Park","J",-84.43466,33.7697
170480114,"02/17/2017","02/16/2017","18:00:00","340 MARIETTA ST NW",3,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39683,33.76234
170480206,"02/17/2017","02/16/2017","23:30:00","1195 MILTON TER SE",1,"Morn","Thu",18,"AUTO THEFT","Chosewood Park","Y",-84.38105,33.72186
170480288,"02/17/2017","02/17/2017","01:45:00","2100 METROPOLITAN PKWY SW",1,"Morn","Fri",23,"AUTO THEFT","Sylvan Hills","X",-84.40768,33.697
170480290,"02/17/2017","02/16/2017","23:00:00","314 LUCKIE ST NW",1,"Morn","Fri",18,"LARCENY-FROM VEHICLE","Downtown","M",-84.39669,33.76296
170480531,"02/17/2017","02/16/2017","18:00:00","1302 W PEACHTREE ST NW",1,"Eve","Thu",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.3883,33.79007
170480608,"02/17/2017","02/15/2017","17:00:00","818 POLLARD BLVD SE",1,"Unk","Thu",11,"LARCENY-NON VEHICLE","Summerhill","V",-84.39017,33.73249
170480776,"02/17/2017","02/16/2017","17:00:00","2433 BLACK FOREST TRL SW;",1,"Morn","Thu",20,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.48907,33.68081
170480780,"02/17/2017","02/16/2017","21:00:00","849 MARCUS ST SE",1,"Morn","Fri",13,"LARCENY-FROM VEHICLE","Reynoldstown","N",-84.35945,33.75061
170480787,"02/17/2017","02/16/2017","17:30:00","2800 MARTIN L KING JR DR SW",1,"Morn","Thu",26,"LARCENY-FROM VEHICLE","Harland Terrace","I",-84.47892,33.75315
170480930,"02/17/2017","09/04/2016","07:30:00","4405 NORTHSIDE PKWY NW",1,"Unk","Unk",18,"LARCENY-NON VEHICLE","Paces","A",-84.45239,33.8661
170480940,"02/17/2017","02/16/2017","22:00:00","1955 LA DAWN LN NW",2,"Morn","Fri",NA,"LARCENY-FROM VEHICLE","Bolton","D",-84.45269,33.81574
170481086,"02/17/2017","02/17/2017","05:50:00","1449 DONNELLY AVE SW",1,"Morn","Fri",21,"BURGLARY-NONRES","West End","T",-84.43483,33.73818
170481119,"02/17/2017","02/16/2017","18:00:00","659 AUBURN AVE NE",1,"Morn","Fri",18,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.36627,33.75694
170481142,"02/17/2017","02/17/2017","09:40:00","3290 W ROXBORO RD NE",1,"Day","Fri",20,"BURGLARY-RESIDENCE","Pine Hills","B",-84.34984,33.84491
170481178,"02/17/2017","02/17/2017","09:45:00","805 ROSEMARY AVE SW",1,"Day","Fri",18,"AUTO THEFT","Cascade Avenue/Road","S",-84.44522,33.73331
170481286,"02/17/2017","02/13/2017","08:00:00","850 PIEDMONT AVE NE",1,"Unk","Unk",18,"LARCENY-FROM VEHICLE","Midtown","E",-84.38159,33.77803
170481289,"02/17/2017","02/17/2017","10:54:00","2766 METROPOLITAN PKWY SW",1,"Day","Fri",10,"ROBBERY-PEDESTRIAN","Hammond Park","X",-84.40736,33.67967
170481347,"02/17/2017","02/14/2017","12:00:00","2175 LENOX RD NE",1,"Unk","Unk",26,"LARCENY-NON VEHICLE","Lindridge/Martin Manor","F",-84.35152,33.81394
170481372,"02/17/2017","02/17/2017","11:36:00","464 MORELAND AVE NE",1,"Day","Fri",NA,"LARCENY-NON VEHICLE","Inman Park","N",-84.34915,33.76686
170481379,"02/17/2017","02/17/2017","11:20:00","1903 DREW DR NW",1,"Day","Fri",13,"LARCENY-FROM VEHICLE","West Highlands","G",-84.44947,33.79214
170481386,"02/17/2017","02/16/2017","23:00:00","2641 BLACK FOREST TRL SW",1,"Morn","Fri",20,"LARCENY-FROM VEHICLE","Greenbriar","R",-84.48734,33.68348
170481393,"02/17/2017","02/15/2017","20:00:00","537 PARK AVE SE @CYCLORAMA",1,"Eve","Wed",31,"LARCENY-NON VEHICLE","Grant Park","W",-84.3699,33.74029
170481411,"02/17/2017","02/17/2017","11:49:00","78 WHITEFOORD AVE SE",1,"Day","Fri",20,"BURGLARY-RESIDENCE","Edgewood","O",-84.34195,33.75125
170481470,"02/17/2017","02/16/2017","21:30:00","3123 HICKMAN DR NW",1,"Morn","Fri",26,"AUTO THEFT",NA,"I",-84.48906,33.75459
170481540,"02/17/2017","02/17/2017","12:45:00","3746 MAYS XING SW",1,"Day","Fri",20,"BURGLARY-RESIDENCE","Fairburn Mays","H",-84.51284,33.73391
170481589,"02/17/2017","02/17/2017","13:00:00","1270 CAROLINE ST NE",1,"Day","Fri",18,"LARCENY-FROM VEHICLE","Edgewood","O",-84.3473,33.75859
170481592,"02/17/2017","02/17/2017","13:00:00","2310 MARTIN L KING JR DR SW",1,"Day","Fri",8,"LARCENY-NON VEHICLE","Florida Heights","I",-84.46544,33.75121
170481613,"02/17/2017","02/17/2017","13:20:00","25 BRADLEY ST SE",1,"Day","Fri",13,"LARCENY-FROM VEHICLE","Old Fourth Ward","M",-84.36894,33.75383
170481619,"02/17/2017","02/17/2017","12:00:00","362 6TH ST NE",2,"Day","Fri",20,"BURGLARY-RESIDENCE","Midtown","E",-84.37545,33.77641
170481656,"02/17/2017","01/15/2017","06:00:00","1209 MCGILL PARK",1,"Unk","Sun",20,"LARCENY-NON VEHICLE","Old Fourth Ward","M",-84.37581,33.76217
170481672,"02/17/2017","02/13/2017","16:00:00","933 PEACHTREE ST NE",1,"Unk","Tue",26,"LARCENY-NON VEHICLE","Midtown","E",-84.38355,33.78013
170481686,"02/17/2017","02/17/2017","13:45:00","3630 PEACHTREE RD NE",1,"Day","Fri",18,"LARCENY-FROM VEHICLE","North Buckhead","B",-84.35831,33.85404
170481692,"02/17/2017","02/16/2017","08:00:00","2690 LENOX RD  NE",0,"Unk","Thu",18,"LARCENY-NON VEHICLE","Pine Hills","B",-84.3548,33.82731
170481712,"02/17/2017","02/17/2017","08:00:00","3517 OAKSHIRE WAY SE",1,"Day","Fri",20,"BURGLARY-RESIDENCE","South River Gardens","Z",-84.35453,33.65529
170481722,"02/17/2017","02/11/2017","15:00:00","260 PEACHTREE ST NE @ PUBLIC PARKING",1,"Unk","Unk",18,"AUTO THEFT","Downtown","M",-84.38789,33.76149
170481761,"02/17/2017","02/17/2017","14:00:00","516 MAGNOLIA ST NW",1,"Day","Fri",20,"AGG ASSAULT","Vine City","L",-84.40449,33.75794
170481793,"02/17/2017","02/17/2017","15:01:00","2045 DONALD LEE HOLLOWELL PKWY NW",1,"Eve","Fri",12,"LARCENY-NON VEHICLE","Grove Park","J",-84.45214,33.7774
170481803,"02/17/2017","02/15/2017","16:00:00","2610 MARTIN L KING JR DR SW",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Harland Terrace","I",-84.47364,33.75368
170481820,"02/17/2017","01/19/2017","12:00:00","1085 LINDBERGH DR NE",1,"Unk","Unk",5,"BURGLARY-NONRES","Lindridge/Martin Manor","F",-84.35253,33.81842
170481839,"02/17/2017","02/17/2017","11:45:00","372 ATLANTA AVE SE",1,"Day","Fri",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37529,33.73051
170481878,"02/17/2017","02/17/2017","15:00:00","505 FULTON ST SW",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Mechanicsville","V",-84.40329,33.74182
170481981,"02/17/2017","02/16/2017","15:30:00","500 NORTHSIDE CIR NW",1,"Unk","Fri",NA,"LARCENY-NON VEHICLE","Loring Heights","E",-84.40668,33.79724
170482020,"02/17/2017","02/17/2017","12:00:00","1317 LOGAN CIR NW",3,"Day","Fri",5,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43058,33.80539
170482028,"02/17/2017","02/17/2017","16:00:00","1314 GLENWOOD AVE SE",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","East Atlanta","W",-84.34459,33.74035
170482029,"02/17/2017","02/10/2017","23:59:00","41 IRBY DR NE",1,"Morn","Sat",NA,"LARCENY-NON VEHICLE","Buckhead Village","B",-84.37231,33.84008
170482044,"02/17/2017","01/01/2015","03:30:00","JACKSON ST NE",1,"Unk","Unk",26,"RAPE","Downtown","M",0,0
170482091,"02/17/2017","02/17/2017","14:50:00","304 OAKLAND AVE SE",1,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Grant Park","W",-84.37466,33.74638
170482115,"02/17/2017","02/15/2017","17:00:00","102 ATLANTA AVE SE",1,"Unk","Unk",20,"BURGLARY-RESIDENCE","Peoplestown","V",-84.38455,33.73063
170482243,"02/17/2017","02/17/2017","17:15:00","384 PEACE AVE NE",1,"Eve","Fri",NA,"ROBBERY-PEDESTRIAN","Old Fourth Ward","M",-84.37294,33.76509
170482259,"02/17/2017","02/17/2017","15:15:00","130 KROG ST NE",1,"Eve","Fri",13,"LARCENY-FROM VEHICLE","Inman Park","N",-84.3643,33.75806
170482269,"02/17/2017","02/16/2017","18:00:00","2591 ETHERIDGE DR NW",1,"Unk","Fri",26,"AUTO THEFT","Carey Park","G",-84.47292,33.7881
170482292,"02/17/2017","02/11/2017","21:00:00","820 RALPH MCGILL BLVD NE",1,"Eve","Sat",NA,"LARCENY-NON VEHICLE","Poncey-Highland","N",-84.36149,33.7688
170482426,"02/17/2017","02/17/2017","18:10:00","1801 HOWELL MILL RD NW",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Berkeley Park","D",-84.41278,33.80388
170482482,"02/17/2017","02/12/2017","13:00:00","510 MCDONOUGH BLVD SE",1,"Unk","Unk",4,"BURGLARY-NONRES","Chosewood Park","Y",-84.37118,33.71392
170482514,"02/17/2017","02/17/2017","16:00:00","673 LYRIC WAY NW",1,"Eve","Fri",13,"AGG ASSAULT","Collier Heights","I",-84.47694,33.77377
170482663,"02/17/2017","02/17/2017","15:30:00","3393 PEACHTREE RD NE @LENOX MALL",1,"Eve","Fri",8,"LARCENY-NON VEHICLE","Lenox","B",-84.36212,33.84676
170482759,"02/17/2017","02/17/2017","19:00:00","1990 ROCKLEDGE RD NE",1,"Eve","Fri",20,"BURGLARY-RESIDENCE","Morningside/Lenox Park","F",-84.36487,33.80968
170482808,"02/17/2017","02/16/2017","12:00:00","SANDTOWN RD SW",1,"Unk","Fri",NA,"RAPE","Adams Park","R",0,0
170482828,"02/17/2017","02/17/2017","16:00:00","1241 MORELAND AVE SE @SUNSHINE PLAZA SC",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Woodland Hills","W",-84.35045,33.72055
170482853,"02/17/2017","02/17/2017","17:00:00","1385 COLLIER RD NW",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Underwood Hills","D",-84.43371,33.81089
170482893,"02/17/2017","02/17/2017","20:50:00","1740 CHESHIRE BRIDGE RD NE",1,"Eve","Fri",18,"LARCENY-NON VEHICLE","Morningside/Lenox Park","F",-84.36553,33.80829
170482894,"02/17/2017","02/17/2017","20:00:00","2685 METROPOLITAN PKWY SW",1,"Eve","Fri",NA,"LARCENY-NON VEHICLE","Perkerson","X",-84.40902,33.68274
170482935,"02/17/2017","02/17/2017","20:30:00","120 ANDERSON AVE NW",1,"Eve","Fri",31,"AGG ASSAULT","Dixie Hills","J",-84.45478,33.75734
170482956,"02/17/2017","02/17/2017","20:30:00","3660 CAMP CREEK PKWY SW",1,"Eve","Fri",21,"AUTO THEFT","Princeton Lakes","P",-84.50787,33.65486
170482972,"02/17/2017","02/17/2017","20:30:00","3755 CARMIA DR SW",1,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.51004,33.6569
170483013,"02/17/2017","02/17/2017","21:15:00","1634 MCLENDON AVE NE",2,"Eve","Fri",18,"LARCENY-FROM VEHICLE","Candler Park","N",-84.33395,33.765
170483058,"02/17/2017","02/17/2017","22:00:00","3947 FENNEL CIR SW",1,"Eve","Fri",13,"ROBBERY-PEDESTRIAN","Wilson Mill Meadows","H",-84.51658,33.75281
170483142,"02/17/2017","02/17/2017","17:30:00","190 MARIETTA ST NW @CNN CENTER",1,"Eve","Fri",33,"LARCENY-NON VEHICLE","Downtown","M",-84.39487,33.75757
170483179,"02/17/2017","02/17/2017","23:30:00","2410 BENJAMIN E MAYS DR SW",1,"Morn","Fri",20,"ROBBERY-PEDESTRIAN","Cascade Heights","I",-84.46641,33.72262
170488043,"02/17/2017","02/03/2017","14:00:00","6000 N TERMINAL PKWY",1,"Unk","Unk",1,"LARCENY-NON VEHICLE",NA,NA,-84.4477,33.64184
170488055,"02/17/2017","02/14/2017","20:00:00","6000 NORTH TERMINAL",1,"Eve","Tue",NA,"LARCENY-NON VEHICLE",NA,NA,-84.44388,33.64069
170470148,"02/16/2017","02/16/2017","00:45:00","553 WOODALL AVE NE",2,"Morn","Thu",20,"ROBBERY-RESIDENCE","Poncey-Highland","N",-84.35983,33.76934
170470163,"02/16/2017","02/15/2017","22:00:00","3755 CARMIA DR SW",1,"Eve","Wed",18,"LARCENY-FROM VEHICLE","Princeton Lakes","P",-84.50908,33.65571
170470345,"02/16/2017","02/15/2017","19:00:00","3830 CAMP CREEK PKWY SW",1,"Eve","Wed",24,"BURGLARY-NONRES","Princeton Lakes","P",-84.5141,33.65638
170470438,"02/16/2017","02/16/2017","02:44:00","2095 METROPOLITAN PKWY SW@BP GAS STATION",1,"Morn","Thu",5,"AUTO THEFT","Sylvan Hills","X",-84.4084,33.69753
170470724,"02/16/2017","02/16/2017","05:49:00","320 LUCKIE ST NW",1,"Morn","Thu",13,"AUTO THEFT","Downtown","M",-84.39637,33.7632
170470793,"02/16/2017","02/15/2017","20:30:00","2400 PARKLAND DR NE",2,"Morn","Thu",26,"LARCENY-FROM VEHICLE","Lindbergh/Morosgo","B",-84.36502,33.82006
170470835,"02/16/2017","02/13/2016","07:00:00","NORTH AVE NW",1,"Unk","Unk",20,"RAPE","Grove Park","J",0,0
170470859,"02/16/2017","02/15/2017","22:15:00","49 BOULEVARD SE",1,"Morn","Thu",20,"AUTO THEFT","Sweet Auburn","M",-84.37186,33.75275
